Feature	Intercept	Avg	Std	Std/Avg	#species	#genes	avg-genes-per-species	std	length	%min_0.05	%min_0.1	%min_0.2	%min_0.3	%min_0.4	%min_0.5	mean_cons	med_cons	q1	q2	q3	q4	q5	q6	q7	q8	q9	GC_Max	GC_Min	GC_Mean	GC_Median	GC_Std	GC_MAD	Recall_normByKOtop20	Precision_normByKOtop20	Recall_highestGenes	Precision_highestGenes
33	1.000000	0.000000	-0.018242	0.000000	0.010176	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.005724	-0.005267	-0.006602	0.000000	0.000000	0.004717	0.000000	0.000000	0.000000	-0.001731	-0.006267	0.000000	-0.007537	-0.083216	0.000000	0.008966	0.000000	0.000000	0.009772
34	1.000000	-0.011312	0.000000	0.000000	0.006108	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-6.655842e-04	-0.001577	-0.007546	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.018114	-0.021789	-0.040856	-0.016752	0.010447	0.000000	0.000000	0.011849
35	1.000000	-0.006365	-0.004885	0.000000	0.004980	0.003552	0.000000	0.000000	0.000000	-0.002493	-0.002808	-0.003295	-0.003033	-0.001453	-2.991608e-04	0.000000	0.000000	0.000000	-0.005590	-5.014078e-04	0.000000	0.000000	0.001360	0.000000	0.000000	0.000000	-0.007330	-8.999612e-04	-0.003508	-0.010019	-0.023474	-0.019717	0.010589	0.000000	0.000000	0.007254
36	1.000000	-0.004805	0.000000	0.000000	0.013142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.005499	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.028376	-0.041691	-0.031535	0.004735	0.000000	0.000000	0.009380
37	1.000000	0.000000	0.000000	0.000000	0.003140	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.008004	-0.066075	0.000000	0.002540	0.000000	0.000000	0.007237
38	1.000000	-0.005604	0.000000	0.000000	0.000000	0.001869	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.002107	-0.003140	-0.005414	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006715	-0.003957	-0.011272	-0.009553	0.004357	0.000000	0.000000	0.007238
39	1.000000	-0.022480	0.000000	0.000000	0.007700	0.000000	-0.009682	0.000000	0.000000	0.000000	0.000000	-0.003049	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.002841	-0.010644	0.000000	0.000000	0.008159	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.047548	-0.075777	-0.016721	0.016862	0.000000	0.000000	0.008623
40	1.000000	-0.011380	-0.004964	0.000000	0.001904	0.001360	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.007358	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.002639	-0.010094	-0.060952	0.000000	0.012518	0.000000	0.000000	0.011316
41	1.000000	-0.006691	0.000000	0.000000	0.004690	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.002521	-0.003191	-0.005952	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006100	-0.012452	-0.015538	-0.017939	0.000000	0.000000	0.000000	0.006446
42	1.000000	-0.012745	0.000000	0.000000	0.000000	0.000000	-0.028710	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.011866	0.000000	-0.021685	0.000000	0.000000	0.005692	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.039619	-0.112655	-0.004086	0.019927	0.000000	0.000000	0.009544
43	1.000000	-0.004041	-0.015756	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.017147	-0.003445	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.033676	0.000000	-0.018682	-0.017440	-0.030306	-0.024456	0.005924	0.000000	0.000000	0.014362
44	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.012874	0.000000	0.000000	3.853847e-04	0.000000	0.000000	0.000000	0.000000	0.018130	0.000000	0.000000	0.000000	0.000000	0.000000	0.002964	0.000000	0.000000	0.000000	0.000000	0.003031	8.844214e-04	0.000000	0.000000	0.000000	0.000000	-0.019440	0.000000	-0.001094	0.000000	1.457163e-05
45	1.000000	-0.012664	-0.004032	0.000000	0.008597	0.002681	0.000000	0.000000	0.000000	0.000000	-0.002256	-0.005543	-0.005419	-0.001983	-0.002184	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004267	0.000000	0.000000	0.000000	0.000000	0.000000	-0.009076	-0.015010	-0.031159	-0.022349	7.669438e-04	0.000000	0.000000	0.012425
46	1.000000	0.000000	-2.601703e-04	0.000000	0.003693	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006654	0.000000	0.000000	0.000000	0.005969	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.001653	-0.018207	-0.033845	0.000000	0.000000	0.000000	0.013530
47	1.000000	0.000000	0.000000	0.000000	0.000000	0.005108	0.005358	2.808429e-04	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004825	0.005663	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-2.097870e-04	-0.029279	0.000000	0.000000	0.000000	0.003884
48	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.043806	0.000000	0.000000	0.000000	0.000000
49	1.000000	-0.005180	0.000000	0.000000	0.004093	0.000000	0.000000	0.000000	0.000000	-2.797965e-04	-0.001913	-0.003742	-0.004704	-0.004959	-0.006099	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.007370	-0.009965	-0.009635	-0.011434	0.000000	0.000000	0.000000	0.001649
50	1.000000	0.000000	0.000000	0.000000	0.002724	0.011876	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.009418	0.000000	-0.005369	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005951	0.000000	0.000000	0.000000	0.000000	-0.015679	-0.027004	0.003498	0.000000	0.000000	0.021586
51	1.000000	0.000000	0.000000	0.000000	0.000000	0.002054	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013100	-0.008506	7.731461e-04	0.000000	0.000000	0.006867
52	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.008910	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.112458e-04	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.523698e-05	0.000000	0.000000	0.000000	0.000000	-0.032140	-0.016062	0.003623	-0.001334	0.000000	0.005132
53	1.000000	-0.007735	0.000000	0.000000	0.011129	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-5.581046e-04	-0.001357	-0.010431	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.007988	-0.028754	-0.029026	-0.035052	0.000000	0.000000	0.000000	0.009648
54	1.000000	-0.006883	0.000000	0.000000	0.006298	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.001300	-0.002370	-4.637864e-04	-8.475548e-04	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.007548	-0.021343	-0.028799	-0.030902	0.000000	6.259974e-04	0.000000	0.004528
55	1.000000	0.000000	-8.798303e-04	0.000000	0.016623	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-3.286450e-05	0.000000	0.000000	0.000000	0.006655	0.000000	0.000000	0.000000	0.000000	0.000000	-0.011121	-0.018241	-0.059297	0.000000	0.012136	0.000000	0.000000	0.000000
56	1.000000	0.000000	0.000000	-0.019360	0.000000	0.000000	0.003789	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.005066	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.037208	0.000000	0.000000	0.000000	0.002852	0.007123
57	1.000000	0.000000	0.000000	-0.002108	0.000000	0.000000	0.001820	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.011139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.024364	-0.003504	0.007789	0.000000	0.000000	0.003855
58	1.000000	-0.007952	0.000000	0.000000	0.000000	0.006926	0.000000	0.000000	0.000000	0.000000	0.000000	-0.001082	-0.001123	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006206	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.014555	-0.020730	-0.016695	0.000000	0.000000	0.000000	0.002786
59	1.000000	0.000000	0.000000	-0.001042	0.007886	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006987	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.001990	-0.093679	-1.635350e-04	0.005938	0.000000	0.000000	0.015260
60	1.000000	-0.010941	0.000000	0.000000	0.009209	0.002225	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.004912	0.000000	0.000000	0.000000	-0.003349	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006772	-0.018731	-0.035021	-0.027672	0.001247	0.000000	0.000000	0.008451
61	1.000000	-0.007034	0.000000	0.000000	0.008409	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.003636	-0.006083	-0.006818	-0.009314	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.828566e-04	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006823	-0.013634	-0.026157	-0.020114	0.002858	0.000000	0.000000	0.008913
62	1.000000	-0.015242	0.000000	0.000000	0.004647	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.037842	-0.067367	-0.012761	0.002322	0.000000	0.000000	0.005912
63	1.000000	0.000000	0.000000	0.000000	0.012301	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.035657	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.043159	-0.020482	-0.031543	0.000000	0.000000	0.000000	0.000000
64	1.000000	-0.006534	0.000000	0.000000	0.007480	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.040637	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.259674e-04	-9.936909e-04	-0.026194	-0.047802	-0.010024	0.000000	0.000000	0.000000	0.006433
65	1.000000	0.000000	0.000000	-0.002404	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.001351	-0.012428	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.086661	0.000000	0.009174	0.000000	0.000000	0.009398
66	1.000000	-0.006358	0.000000	0.000000	0.004976	0.003425	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.007914	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-3.806681e-05	0.000000	-0.012921	-0.010950	-0.039868	-0.024161	0.006752	0.000000	0.000000	0.004645
67	1.000000	0.000000	0.000000	0.000000	0.005984	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-8.642432e-04	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.029215	-0.067417	-0.012917	0.013083	0.000000	0.000000	0.000000
68	1.000000	0.000000	0.000000	0.000000	0.011304	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.012544	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.029878	-0.040713	-0.031114	0.001681	0.000000	0.000000	0.008453
69	1.000000	-0.021520	0.000000	0.000000	0.014175	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.005706	0.000000	0.000000	0.002190	-0.005027	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.010953	-0.024515	-0.036956	-0.027913	0.010934	0.000000	0.000000	0.010141
70	1.000000	0.000000	0.000000	-0.005021	0.004616	0.012039	0.002182	0.000000	-0.002428	0.000000	0.000000	0.000000	0.000000	0.000000	9.728895e-04	0.004516	0.003072	-0.004380	-0.001040	-0.002405	0.000000	0.003050	0.001700	0.002779	0.000000	0.000000	0.000000	0.000000	0.004207	0.005318	-0.025750	-0.017920	0.011632	-0.006911	6.291847e-04	0.013821
71	1.000000	-0.002723	0.000000	0.000000	0.002939	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.143941e-05	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.009442	-0.009422	0.000000	0.000000	0.007234	0.000000	0.000000	0.000000	0.000000	-1.625605e-04	-0.008349	-0.027616	-0.061881	-0.030337	0.011666	0.000000	0.000000	0.010276
72	1.000000	0.000000	-0.001465	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.001444	-0.018298	-0.002383	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.019912	0.000000	0.000000	0.000000	-0.074239	0.000000	0.005511	0.000000	0.000000	0.009373
73	1.000000	0.000000	0.000000	0.000000	0.001170	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.001435	-0.019615	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.002505	0.000000	0.000000	-0.014889	-0.082011	-0.014355	0.005603	0.000000	0.000000	0.011246
74	1.000000	0.000000	0.000000	-0.002186	0.000000	0.008193	0.006608	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001331	0.010934	0.006863	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003319	0.000000	0.000000	0.000000	0.000000	-0.018570	-0.020903	0.001739	0.000000	0.000000	0.005120
75	1.000000	0.000000	0.000000	0.000000	9.100050e-04	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.057056	-0.003042	0.000000	0.000000	0.000000	0.012111
76	1.000000	0.000000	0.000000	-0.003651	0.002583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.003058	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.071084	-0.007573	0.001702	0.000000	0.000000	0.009477
77	1.000000	-0.006929	0.000000	0.000000	0.006020	6.286090e-04	0.000000	0.000000	0.000000	0.000000	0.000000	-0.003875	-0.005685	-0.002950	-0.002561	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.084162e-04	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.017616	-0.029015	-0.024405	4.902897e-04	0.000000	0.000000	0.008433
78	1.000000	0.000000	0.000000	0.000000	0.001826	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003928	0.000000	-0.005789	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.038634	-0.030617	0.003568	0.000000	0.000000	0.008619
79	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.004598	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.007635	-0.003633	-0.020369	0.000000	0.000000	0.000000	0.005707
80	1.000000	0.000000	0.000000	0.000000	0.000000	0.001436	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.004213	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.022618	-0.025435	0.005915	0.000000	0.000000	0.010886
81	1.000000	0.000000	0.000000	0.000000	0.000000	0.012192	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.523762e-04	0.000000	0.000000	0.003275	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.010271	-0.025102	0.004274	0.000000	0.000000	0.010910
82	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.007357	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.077385	0.000000	0.003624	0.000000	0.000000	0.001069
83	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.004642	0.000000	-0.037746	0.000000	0.000000	0.000000	0.000000
84	1.000000	-0.009101	0.000000	0.000000	0.007713	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.002012	-0.006711	-0.005492	-0.009511	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006296	-0.025113	-0.024080	-0.026336	0.000000	0.000000	0.000000	0.005236
85	1.000000	0.000000	-0.002154	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.005190	-0.013243	0.000000	0.000000	0.000000	3.011508e-04	0.000000	0.000000	0.000000	-0.003560	-3.517088e-04	0.000000	0.000000	-0.095970	-0.007499	0.008658	0.000000	0.000000	0.007234
86	1.000000	0.000000	-0.001229	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006978	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.022174	-0.057957	-0.028293	0.000000	2.310429e-04	0.000000	0.013652
87	1.000000	0.000000	0.000000	0.000000	0.000000	0.007352	0.000000	0.005155	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005359	0.002906	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.038150	0.004418	0.000000	0.000000	0.007792
88	1.000000	-0.013768	0.000000	0.000000	0.000000	0.002787	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.011921	0.000000	0.000000	0.003185	0.000000	0.000000	0.000000	0.000000	3.219083e-05	0.000000	0.000000	0.000000	0.000000	0.000000	-0.007838	-0.028095	-0.014871	-0.037661	0.000000	0.000000	0.000000	0.018414
89	1.000000	0.000000	0.000000	0.000000	0.005745	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.005182	-0.004948	0.000000	0.000000	0.000000	0.002731	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.012190	-0.082516	-0.013355	0.009505	0.000000	0.000000	0.009399
90	1.000000	0.000000	0.000000	0.000000	0.006369	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.014780	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.017763	-0.037531	-0.001934	0.000000	0.000000	0.000000	0.001026
91	1.000000	-0.007668	-0.001648	0.000000	0.003196	0.007649	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.001827	-7.503185e-04	-0.002666	0.000000	8.363833e-04	0.000000	0.000000	0.000000	0.000000	8.336225e-04	0.003824	0.000000	0.000000	0.000000	0.000000	-1.761888e-04	-0.002217	-0.011976	-0.014905	-0.031447	0.004610	0.000000	0.000000	0.008702
92	1.000000	0.000000	0.000000	0.000000	0.000000	0.002401	0.001748	6.679973e-04	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.109592e-04	0.000000	0.000000	0.000000	0.000000	5.107008e-04	0.002262	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.002302	-0.001305	0.000000	0.000000	0.000000	0.000000
93	1.000000	-0.010637	-0.019493	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.030483	-0.003732	0.000000	0.000000	0.000000	0.000000	8.343702e-04	0.000000	-0.038428	0.000000	-0.013354	-0.009937	-0.063111	-0.025861	0.004872	0.000000	0.000000	0.015769
94	1.000000	-3.156392e-04	0.000000	0.000000	0.003680	2.695301e-04	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.012823	0.000000	-0.039670	0.000000	0.000000	0.000000	0.000000
95	1.000000	-0.016045	0.000000	0.000000	0.009226	0.003738	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.007690	0.000000	0.000000	0.000000	-0.001499	0.000000	0.000000	0.000000	0.005243	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.021486	-0.056175	-0.012199	0.003980	0.000000	0.000000	0.002841
96	1.000000	-0.001931	0.000000	0.000000	0.000000	0.007327	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.002158	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003151	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013788	-0.007935	0.000000	-0.055281	0.000000	0.000000	0.000000	0.001292
97	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.016708	-0.024924	0.000000	0.000000	0.000000	0.001220
98	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.008372	-0.019286	0.000000	0.000000	0.000000	0.001973
99	1.000000	-0.007908	0.000000	0.000000	0.007114	0.002299	0.000000	0.000000	0.000000	0.000000	0.000000	-0.002923	-0.005232	-0.005174	-0.006670	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013472	-0.016282	-0.030244	-0.023034	0.008870	0.000000	0.000000	0.009129
100	1.000000	-0.007854	-0.009775	0.000000	0.006244	0.000000	0.000000	0.000000	0.000000	-0.001643	-0.003393	-0.003999	-0.002289	0.000000	0.000000	1.838204e-04	0.003036	0.000000	-0.007680	0.000000	0.000000	0.003035	0.000000	0.000000	0.000000	2.793395e-04	-0.001234	0.000000	-0.002862	-0.007661	-0.030168	-0.025117	9.430660e-04	6.052034e-04	0.000000	5.987179e-04
101	1.000000	-0.006189	0.000000	0.000000	0.017273	0.002491	0.000000	0.000000	0.001392	0.000000	-0.001938	-0.005800	-0.008344	-0.008638	-0.010799	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006330	0.000000	-0.007045	-0.015980	-0.034667	-0.026879	0.019991	0.000000	0.000000	0.013935
102	1.000000	-0.015494	-0.001165	0.000000	0.010335	4.280633e-04	0.000000	0.000000	0.001878	0.000000	0.000000	0.000000	0.000000	0.000000	-0.002008	0.000000	0.000000	0.000000	-0.006599	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.018959	-0.050811	-0.009899	0.002315	0.000000	0.000000	0.010833
103	1.000000	-0.011998	-0.002069	0.000000	0.017258	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.001807	-0.003387	-0.007064	0.000000	0.000000	0.010745	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.025292	-0.078083	-0.010703	0.001861	0.000000	0.000000	0.012069
104	1.000000	0.000000	0.000000	0.000000	0.020710	0.000000	0.000000	0.000000	0.005203	0.000000	0.000000	0.000000	0.000000	0.000000	-0.049233	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.033743	-0.074713	-0.019644	0.026794	0.000000	0.000000	0.004352
