KO	SRS011061	SRS011134	SRS011239	SRS011271	SRS011302
K06219	0.000240331511353	0.000505548655091	0.000479803984726	0.000483348869041	0.000439786624752
K06220	3.795215311e-05	0.000132295719844	0.000513665158371	5.30535714286e-05	0.000183215686275
K06221	0.369536284049	0.175704113934	0.111846494345	0.274371811435	0.0853884946083
K06222	0.0817024286378	0.0296796894371	0.0114193771803	0.0300730646523	0.0210674062262
K06223	0.44979282758	0.372866673204	0.345702090465	0.311695154214	0.890929711266
K06224	4.16076555024e-05	2.12140077821e-05	1.95294117647e-05	2.10535714286e-05	0.0
K06225	0.000118373205742	4.31984435798e-05	8.207239819e-05	7.48303571429e-06	2.65098039216e-05
K06226	2.17703349282e-05	9.80544747082e-06	3.71312217195e-05	5.13035714286e-05	0.000134117647059
K06227	0.000136937799043	7.38832684825e-06	0.0	1.24196428571e-05	1.77568627451e-05
K06228	0.000312822966507	0.00110972762646	0.000783438914027	0.00134642857143	0.000306823529412
K06229	3.11483253589e-05	6.79922178988e-05	0.000375113122172	0.000161607142857	0.000177254901961
K06230	0.000563923444976	0.000672217898833	0.000509954751131	0.000213482142857	0.000954509803922
K06231	0.000106220095694	0.00016373540856	7.00452488688e-05	0.000166696428571	0.000153254901961
K06232	0.0	0.000235019455253	6.59366515837e-05	0.000105714285714	0.000204862745098
K06233	9.17894736842e-05	0.000215719844358	0.000128687782805	7.0125e-05	4.00156862745e-05
K06234	9.97129186603e-05	9.03501945525e-05	0.0	0.0	3.71764705882e-05
K06235	0.000631196172249	0.00357821011673	0.00155113122172	0.000178303571429	0.000439137254902
K06236	0.0223732057416	0.0320311284047	0.0510407239819	0.0138928571429	0.0354352941176
K06237	0.00252918660287	0.00388404669261	0.00603891402715	0.00324107142857	0.00741019607843
K06238	0.00141531100478	0.00221089494163	0.00369049773756	0.00146160714286	0.00467529411765
K06240	0.000437990430622	0.000498910505837	0.000796561085973	0.000356339285714	0.000445333333333
K06241	0.0	1.56342412451e-05	9.48416289593e-06	2.16517857143e-05	9.17647058824e-05
K06243	0.000590622009569	0.000774708171206	0.000655113122172	0.000114910714286	0.000427215686275
K06244	5.81148325359e-05	3.48326848249e-05	7.35475113122e-06	0.0	3.56156862745e-05
K06245	2.87655502392e-05	2.44747081712e-05	0.00047149321267	4.96160714286e-05	5.63764705882e-05
K06246	9.97129186603e-05	5.54085603113e-05	9.50226244344e-05	1.93303571429e-05	1.78039215686e-05
K06247	0.000136267942584	0.000818677042802	0.000362171945701	0.000130803571429	0.000496470588235
K06248	4.73779904306e-05	0.0	0.0	0.0	0.0
K06249	4.30813397129e-05	4.55719844358e-05	7.97828054299e-05	0.000101696428571	3.26901960784e-05
K06250	2.6976076555e-05	2.29494163424e-08	2.30678733032e-06	0.000113839285714	7.96078431373e-05
K06251	7.06220095694e-05	9.36186770428e-10	0.00207330316742	4.23482142857e-05	1.96862745098e-08
K06252	0.00145933014354	0.000695408560311	0.000736470588235	0.000354375	0.000267529411765
K06253	0.000240765550239	0.00027579766537	3.10407239819e-05	3.26785714286e-05	4.10274509804e-06
K06254	0.000537511961722	0.000118677042802	0.000264524886878	0.000246607142857	0.000346509803922
K06255	6.15215311005e-05	4.25214007782e-05	5.5556561086e-05	3.48660714286e-05	6.31137254902e-05
K06256	0.000287846889952	0.000281245136187	0.000496108597285	0.000247767857143	0.000260156862745
K06257	0.00331578947368	0.00308093385214	0.00169592760181	0.0019625	0.00814117647059
K06258	0.000682488038278	0.00394007782101	0.000109049773756	0.00049	0.000195764705882
K06259	0.0	4.01945525292e-05	0.0	0.0	0.0
K06260	0.000149090909091	3.54319066148e-05	1.54479638009e-05	3.39821428571e-05	0.000150196078431
K06261	0.00271770334928	0.00500856031128	0.00185610859729	0.000540535714286	0.000725019607843
K06262	0.000166315789474	9.17509727626e-05	4.30045248869e-05	4.97857142857e-05	0.0
K06263	0.0	0.0	0.0	0.0	0.0
K06264	4.77703349282e-05	0.0	4.96018099548e-05	0.0	0.0
K06265	0.000168803827751	0.000328326848249	0.000749321266968	0.000233214285714	0.00500784313725
K06266	0.0	0.000125914396887	0.0	0.000224107142857	0.0
K06267	0.0	1.20077821012e-05	1.22533936652e-05	1.40446428571e-05	6.94901960784e-05
K06268	0.000248133971292	0.000539143968872	0.000560180995475	0.000621428571429	0.000838431372549
K06269	0.000155980861244	0.000534241245136	0.000295475113122	0.000132232142857	0.000137333333333
K06270	4.3971291866e-05	2.57821011673e-05	8.01085972851e-05	2.47410714286e-06	6.48705882353e-05
K06271	6.41339712919e-05	5.16964980545e-05	1.33393665158e-05	3.98660714286e-06	1.27607843137e-05
K06272	0.0	0.0	0.000320090497738	0.00121160714286	5.38352941176e-05
K06273	0.00142966507177	0.00190505836576	0.000655022624434	0.00139464285714	0.00376156862745
K06274	0.00515502392344	0.0092140077821	0.006392760181	0.00177321428571	0.0121333333333
K06275	0.0	0.0	0.0	0.0	0.0
K06276	0.00301913875598	0.00141322957198	0.000668868778281	0.00498571428571	0.00101647058824
K06277	0.000329282296651	0.00233151750973	0.00159909502262	0.00015625	0.00205098039216
K06278	0.0	0.0	0.0	0.0	0.0
K06279	0.000201148325359	0.000664046692607	0.000196923076923	0.000103303571429	0.000333725490196
K06281	0.0664899457846	0.0249107774755	0.063804929821	0.0175298607722	0.00953019461713
K06282	0.0676500935352	0.0275246269613	0.0575310405288	0.0138026791117	0.0130025362892
