KO	SRS011061	SRS011134	SRS011239	SRS011271	SRS011302
K00001	0.000447	0.000334	0.000639	0.000327	0.000432
K00002	5.127e-05	3.607e-05	2.400e-05	3.850e-05	5.362e-05
K00003	0.000192	0.000355	0.000282	0.000222	0.000649
K00004	4.989e-06	4.616e-06	9.452e-06	3.654e-06	3.806e-06
K00005	1.895e-05	0.000118	0.000104	3.893e-05	0.000769
K00006	5.252e-07	1.688e-06	3.075e-06	1.087e-06	3.340e-06
K00007	6.035e-07	2.598e-07	4.598e-07	1.398e-07	9.792e-08
K00008	2.920e-05	0.000129	6.552e-05	0.000103	0.000164
K00009	1.724e-05	1.647e-05	2.013e-05	1.126e-05	1.657e-05
K00010	8.112e-05	7.606e-05	7.899e-05	5.719e-05	4.497e-05
K00011	3.062e-05	3.765e-05	9.183e-06	6.797e-05	1.475e-05
K00012	0.00169	0.00124	0.00165	0.00115	0.00123
K00013	0.000514	0.000524	0.000500	0.000732	0.000706
K00014	0.000756	0.000649	0.000691	0.000931	0.000480
K00015	4.725e-05	3.241e-05	4.384e-05	2.277e-05	2.207e-05
K00016	0.000156	0.000300	0.000140	0.000188	0.000217
K00018	0.000270	0.000322	0.000357	0.000433	0.000416
K00019	6.833e-05	4.900e-05	3.555e-05	2.447e-05	2.143e-05
K00020	1.723e-05	4.037e-05	1.575e-05	1.229e-05	1.068e-05
K00021	1.016e-06	7.600e-07	4.500e-07	7.855e-07	1.060e-06
K00022	2.803e-06	4.418e-06	1.481e-06	1.518e-06	3.070e-06
K00023	6.505e-05	7.247e-05	7.556e-05	4.805e-05	7.536e-05
K00024	0.00149	0.000761	0.00114	0.000802	0.000350
K00025	9.454e-07	1.757e-06	2.103e-06	8.838e-06	3.162e-07
K00026	5.407e-06	4.042e-06	4.912e-06	2.747e-06	1.953e-06
K00027	0.000199	0.000401	0.000276	0.000249	0.000533
K00028	5.180e-06	6.824e-06	4.704e-06	4.502e-06	1.224e-05
K00029	0.000682	0.000394	0.000556	0.000588	0.000240
K00030	3.508e-05	7.474e-05	4.395e-05	5.603e-05	7.205e-05
K00031	0.000582	0.000593	0.000641	0.000789	0.000826
K00032	2.417e-06	1.710e-06	1.866e-06	5.396e-07	1.351e-06
K00033	0.000385	0.000198	0.000371	0.000145	0.000166
K00034	2.413e-05	4.142e-05	1.684e-05	1.455e-05	5.891e-05
K00035	1.152e-07	4.334e-07	2.417e-07	2.466e-07	4.669e-07
K00036	0.000368	0.000184	0.000359	0.000139	0.000100
K00037	2.916e-06	7.271e-07	1.178e-06	7.945e-07	1.074e-06
K00038	5.622e-06	5.810e-06	3.661e-06	3.464e-06	2.726e-06
K00039	1.520e-06	4.623e-06	2.782e-06	3.098e-06	1.118e-06
K00040	3.949e-05	0.000144	5.678e-05	0.000421	9.399e-05
K00041	0.000409	0.000290	0.000386	0.000568	0.000186
K00042	6.223e-06	4.422e-05	3.036e-05	1.179e-05	2.406e-05
K00043	1.333e-05	2.559e-05	1.392e-05	1.202e-05	1.165e-05
K00044	5.253e-06	5.111e-06	3.581e-06	2.375e-06	3.357e-06
K00045	3.009e-05	6.367e-06	5.426e-06	5.422e-06	6.079e-06
K00046	0.000858	0.000553	0.000626	0.000876	0.000388
K00048	0.000562	0.000491	0.000580	0.000369	0.000755
K00049	2.855e-07	2.925e-07	2.269e-07	1.505e-07	4.878e-07
K00050	3.218e-05	7.916e-05	4.493e-05	1.976e-05	7.811e-05
K00051	7.186e-07	6.441e-08	7.138e-07	2.707e-07	7.931e-07
K00052	0.000825	0.000661	0.000696	0.000800	0.000949
K00053	0.000871	0.000744	0.000683	0.000923	0.000951
K00054	1.174e-06	2.821e-06	3.080e-07	8.912e-07	9.955e-07
K00055	4.224e-06	5.664e-06	5.073e-06	2.731e-06	1.262e-06
K00057	0.000744	0.000773	0.000726	0.000868	0.000801
K00058	0.000846	0.000856	0.000903	0.000988	0.00101
K00059	0.00226	0.00187	0.00195	0.00173	0.00183
K00060	6.758e-05	0.000110	0.000125	6.049e-05	5.427e-05
K00061	1.503e-07	2.570e-07	1.573e-07	1.227e-07	9.487e-08
K00062	5.447e-08	4.158e-09	0	0	0
K00063	2.969e-06	8.554e-07	5.232e-07	1.069e-06	3.161e-07
K00064	5.288e-05	2.265e-05	5.186e-05	1.447e-05	2.084e-05
K00065	5.487e-05	6.441e-05	4.471e-05	2.704e-05	4.085e-05
K00066	5.295e-06	5.669e-06	2.742e-07	6.375e-06	8.843e-07
K00067	0.00114	0.000899	0.000857	0.00123	0.000411
K00068	8.335e-06	1.854e-05	1.613e-05	1.199e-05	1.933e-05
K00069	8.329e-06	5.711e-06	3.025e-06	1.484e-06	1.731e-06
K00070	1.111e-06	2.985e-06	3.038e-06	7.156e-07	3.000e-06
K00071	3.263e-07	7.070e-06	8.597e-07	8.699e-07	2.998e-06
K00072	4.188e-07	4.456e-07	6.439e-07	8.381e-08	4.900e-08
K00073	7.845e-07	4.504e-06	1.660e-06	3.088e-06	9.678e-07
K00074	0.000100	0.000378	0.000131	0.000198	0.000218
K00075	0.000592	0.000689	0.000663	0.000696	0.000637
K00076	7.144e-05	3.712e-05	2.934e-05	2.323e-05	3.221e-05
K00077	0.000478	0.000336	0.000493	0.000187	0.000163
K00078	1.894e-05	1.620e-05	1.950e-05	1.197e-05	1.814e-05
K00079	3.215e-06	1.661e-06	3.164e-06	1.993e-06	2.127e-06
K00081	1.829e-09	8.638e-07	1.971e-08	7.302e-09	1.219e-07
K00082	0.000109	4.925e-05	3.776e-05	1.689e-05	3.666e-05
K00083	3.023e-07	1.201e-06	4.558e-07	1.115e-06	9.965e-08
K00084	1.814e-09	1.871e-09	6.910e-09	1.320e-10	6.045e-08
K00085	3.303e-06	4.420e-06	3.592e-06	6.816e-07	2.078e-06
K00086	1.612e-05	1.780e-05	2.180e-05	1.873e-05	0.000260
K00087	2.254e-05	5.498e-05	2.235e-05	1.811e-05	7.865e-05
K00088	0.00114	0.00104	0.00121	0.00111	0.00125
K00089	4.536e-06	1.340e-07	1.340e-07	2.986e-07	7.195e-08
K00090	3.107e-05	1.937e-05	1.853e-05	1.405e-05	1.409e-05
K00091	4.045e-06	2.356e-05	3.429e-05	1.142e-05	3.692e-05
K00092	8.627e-09	8.151e-10	8.216e-08	1.382e-07	3.555e-08
K00094	9.697e-07	6.555e-06	3.722e-06	6.218e-06	3.847e-05
K00095	0	0	0	0	0
K00096	2.131e-05	9.690e-05	4.115e-05	9.808e-05	4.186e-05
K00097	0.000608	0.000368	0.000539	0.000387	0.000223
K00098	3.386e-06	5.420e-06	4.682e-06	3.634e-06	2.810e-06
K00099	0.000732	0.000717	0.000799	0.000946	0.000752
K00100	0.00184	0.00135	0.00146	0.00139	0.00163
K00101	1.797e-06	4.886e-06	3.009e-06	4.501e-06	7.517e-06
K00102	4.529e-05	2.899e-05	4.661e-05	1.505e-05	1.460e-05
K00103	1.741e-08	0	5.725e-08	0	2.478e-08
K00104	5.831e-05	5.064e-05	0.000133	0.000105	4.476e-05
K00105	2.815e-07	2.000e-06	8.683e-08	1.756e-07	1.039e-06
K00106	2.860e-07	1.045e-06	2.925e-07	4.232e-07	6.905e-07
K00107	6.429e-08	1.109e-07	1.813e-08	6.242e-08	0
K00108	1.555e-06	2.172e-06	1.262e-06	8.551e-07	9.652e-07
K00109	3.445e-06	3.917e-06	2.108e-06	1.384e-06	3.755e-06
K00111	0.000166	0.000279	0.000231	0.000168	0.000143
K00112	1.579e-05	1.737e-05	1.497e-05	1.474e-05	9.254e-06
K00113	3.652e-05	4.676e-05	2.495e-05	3.670e-05	2.109e-05
K00114	0	4.758e-07	0	4.333e-07	1.570e-06
K00115	1.460e-08	5.280e-09	5.254e-09	7.502e-10	0
K00116	3.603e-06	9.521e-07	3.488e-06	5.313e-07	3.746e-07
K00117	2.478e-06	3.624e-06	1.084e-06	1.135e-06	2.022e-06
K00118	3.186e-05	2.127e-05	1.799e-05	9.700e-06	1.713e-05
K00119	1.703e-07	3.682e-06	1.651e-06	1.457e-07	3.211e-07
K00120	5.513e-05	2.937e-05	3.583e-05	1.950e-05	1.790e-05
K00121	2.482e-05	2.812e-05	2.621e-05	2.574e-05	1.492e-05
K00122	2.870e-05	1.202e-05	6.334e-06	4.607e-06	8.050e-06
K00123	6.095e-05	6.237e-05	6.420e-05	5.894e-05	3.521e-05
K00124	5.417e-05	4.172e-05	3.491e-05	3.379e-05	2.523e-05
K00125	1.816e-05	6.896e-06	5.043e-06	1.821e-06	5.189e-06
K00126	0	0	5.153e-12	0	5.633e-09
K00127	8.677e-06	4.258e-06	7.226e-06	7.886e-06	5.287e-06
K00128	4.743e-05	9.188e-05	5.466e-05	4.534e-05	0.000218
K00129	4.000e-06	8.468e-06	5.632e-06	3.828e-06	8.212e-06
K00130	6.074e-06	1.573e-05	6.323e-06	5.254e-06	0.000207
K00131	1.116e-06	3.372e-06	1.191e-06	2.501e-06	4.401e-06
K00132	1.725e-06	6.004e-06	2.238e-06	2.541e-06	5.363e-06
K00133	0.00110	0.00100	0.000998	0.00101	0.00105
K00134	0.00141	0.00150	0.00139	0.00129	0.00152
K00135	1.282e-05	1.412e-05	1.755e-05	1.539e-05	1.577e-05
K00136	0	2.108e-09	0	0	1.760e-12
K00137	1.162e-06	5.907e-07	1.191e-06	7.040e-07	8.442e-07
K00138	9.768e-08	4.909e-07	7.416e-07	2.556e-07	1.674e-06
K00139	2.223e-07	1.673e-07	3.374e-07	2.132e-07	1.563e-07
K00140	6.016e-06	5.764e-06	1.000e-05	8.674e-06	8.857e-06
K00141	3.696e-07	2.805e-07	7.094e-07	8.441e-08	3.470e-07
K00142	3.490e-10	1.071e-08	7.590e-09	0	3.928e-08
K00143	7.164e-07	2.376e-06	7.023e-07	8.870e-07	2.012e-06
K00145	0.000854	0.000638	0.000623	0.000923	0.000864
K00146	2.354e-07	5.241e-07	7.083e-07	2.426e-07	7.378e-07
K00147	0.000674	0.000573	0.000599	0.000765	0.000923
K00148	8.910e-07	5.786e-07	3.508e-07	1.944e-07	1.109e-06
K00149	4.141e-07	6.962e-08	3.105e-08	1.701e-08	6.943e-07
K00150	2.646e-06	5.426e-06	5.427e-06	6.042e-07	5.606e-06
K00151	1.156e-06	3.524e-06	1.004e-06	1.286e-06	5.474e-06
K00152	5.476e-10	3.727e-08	2.875e-08	1.549e-08	7.107e-08
K00153	1.259e-05	4.049e-06	9.252e-06	2.921e-06	2.276e-06
K00154	6.399e-06	9.394e-06	5.164e-06	2.842e-06	4.563e-06
K00155	2.657e-06	2.913e-06	2.581e-06	3.576e-06	2.602e-05
K00156	0.000125	8.368e-05	9.550e-05	6.812e-05	1.722e-05
K00157	2.749e-07	1.379e-07	5.994e-08	1.827e-08	9.772e-08
K00158	3.853e-06	4.611e-06	1.883e-06	2.673e-06	3.097e-06
K00161	1.464e-05	3.202e-05	4.147e-05	6.395e-06	4.061e-05
K00162	5.073e-05	5.519e-05	7.242e-05	3.380e-05	5.874e-05
K00163	9.574e-07	2.387e-06	1.647e-06	4.713e-06	1.935e-06
K00164	1.790e-05	1.344e-05	1.496e-05	9.747e-06	1.020e-05
K00166	7.829e-06	3.126e-06	2.674e-06	2.741e-06	1.816e-06
K00167	1.334e-05	6.960e-06	9.029e-06	3.526e-06	7.126e-06
K00169	7.096e-05	0.000121	7.874e-05	6.588e-05	0.000124
K00170	8.193e-05	0.000126	8.247e-05	7.388e-05	0.000126
K00171	0.000153	0.000240	0.000172	0.000133	0.000205
K00172	6.239e-05	0.000129	8.346e-05	8.425e-05	0.000113
K00174	0.00147	0.000901	0.00122	0.000856	0.000501
K00175	0.00164	0.000926	0.00128	0.000873	0.000539
K00176	0.000985	0.000728	0.000861	0.000866	0.000437
K00177	0.000746	0.000515	0.000661	0.000721	0.000270
K00178	4.160e-07	3.723e-07	7.260e-08	8.084e-08	8.809e-08
K00179	0.000666	0.000413	0.000539	0.000251	0.000654
K00180	0.000618	0.000364	0.000552	0.000237	0.000651
K00181	8.390e-08	0	4.659e-07	4.584e-08	2.976e-08
K00182	0	4.970e-08	7.402e-08	0	3.862e-08
K00183	1.642e-05	3.461e-06	6.869e-06	3.200e-06	2.695e-06
K00184	3.343e-05	1.641e-05	2.201e-05	1.651e-05	1.112e-05
K00185	1.717e-06	6.707e-06	1.273e-05	8.218e-07	3.373e-06
K00186	2.066e-05	2.314e-05	2.312e-05	3.238e-05	1.131e-05
K00187	1.573e-05	1.236e-05	1.112e-05	6.376e-06	8.297e-06
K00188	5.233e-06	2.169e-05	9.380e-06	9.433e-06	1.028e-05
K00189	8.286e-07	2.516e-06	1.192e-06	1.463e-06	2.758e-06
K00190	4.980e-08	1.682e-07	3.690e-08	9.466e-08	2.138e-07
K00191	3.980e-06	1.222e-05	5.617e-06	8.468e-06	1.623e-05
K00192	8.827e-07	1.200e-06	1.050e-06	7.013e-07	5.895e-07
K00193	5.181e-07	1.942e-06	4.184e-07	1.235e-06	1.164e-06
K00194	2.451e-06	6.412e-06	2.811e-06	5.187e-06	5.724e-06
K00195	0	0	0	0	0
K00196	1.838e-05	2.338e-05	2.523e-05	1.493e-05	4.428e-05
K00197	1.900e-06	1.063e-05	3.727e-06	6.678e-06	8.074e-06
K00198	6.465e-05	3.135e-05	5.296e-06	1.775e-05	1.329e-05
K00200	5.269e-07	7.396e-07	5.419e-07	3.184e-07	8.656e-07
K00201	1.740e-07	5.932e-07	7.942e-07	4.163e-08	8.926e-07
K00202	2.736e-07	1.332e-06	1.307e-06	1.703e-07	3.046e-06
K00203	1.990e-08	7.496e-07	7.963e-07	9.529e-08	4.729e-07
K00204	2.418e-05	2.117e-05	4.537e-05	3.594e-05	9.516e-06
K00205	3.763e-05	3.109e-05	4.088e-05	2.838e-05	2.191e-05
K00206	4.768e-09	1.001e-11	4.928e-07	0	2.567e-08
K00207	2.138e-05	5.301e-06	9.895e-06	1.563e-06	4.268e-06
K00208	0.000693	0.000441	0.000679	0.000872	0.000223
K00209	4.287e-08	5.704e-08	6.616e-08	5.545e-09	1.737e-08
K00210	0.000521	0.000356	0.000487	0.000566	0.000209
K00211	1.642e-07	1.816e-07	6.715e-08	1.812e-07	7.835e-08
K00212	4.536e-06	1.340e-07	1.340e-07	2.986e-07	7.195e-08
K00213	1.621e-07	7.100e-08	4.180e-08	0	7.897e-08
K00214	1.312e-06	1.239e-06	1.048e-06	1.873e-06	2.317e-06
K00215	0.000823	0.000877	0.000984	0.000961	0.000887
K00216	6.874e-06	9.369e-06	4.480e-06	3.076e-06	3.835e-06
K00217	9.603e-08	1.283e-06	1.695e-07	8.486e-08	2.885e-06
K00218	4.749e-07	3.351e-06	6.390e-06	1.461e-06	2.120e-06
K00219	3.210e-05	4.333e-05	4.372e-05	2.193e-05	3.228e-05
K00220	1.087e-06	1.132e-06	1.134e-06	3.635e-06	1.153e-06
K00221	0	0	0	0	0
K00222	2.211e-07	5.147e-07	9.498e-08	4.682e-07	2.079e-07
K00223	3.316e-09	0	0	0	7.508e-08
K00224	1.454e-05	8.477e-06	3.905e-06	6.207e-06	1.399e-06
K00225	1.300e-07	2.136e-07	3.915e-08	1.188e-08	2.097e-07
K00226	0.00127	0.000985	0.00130	0.000975	0.000995
K00227	0	7.749e-07	0	1.138e-07	8.731e-08
K00228	4.139e-06	2.811e-06	1.342e-06	2.533e-06	4.027e-06
K00230	1.084e-05	1.011e-05	2.204e-05	1.156e-05	3.144e-06
K00231	3.979e-05	2.238e-05	1.008e-05	1.033e-05	8.942e-06
K00232	1.412e-06	1.619e-06	4.145e-07	5.093e-07	2.576e-07
K00234	1.511e-06	1.725e-06	1.926e-06	1.267e-06	1.704e-06
K00235	2.270e-06	5.878e-06	2.012e-06	1.678e-06	7.560e-06
K00236	5.692e-07	2.607e-06	4.714e-06	0	2.419e-07
K00237	0	8.019e-08	5.927e-08	0	0
K00239	0.000942	0.000533	0.000776	0.000891	0.000271
K00240	0.000908	0.000519	0.000753	0.000818	0.000306
K00241	0.000804	0.000461	0.000740	0.000787	0.000217
K00242	7.827e-07	2.245e-07	6.735e-07	9.385e-08	4.181e-07
K00243	0.000590	0.000458	0.000541	0.000688	0.000245
K00244	0.000166	9.173e-05	8.202e-05	8.026e-05	5.740e-05
K00245	2.678e-05	1.387e-05	9.732e-06	1.177e-05	1.136e-05
K00246	4.706e-06	3.557e-06	1.713e-06	5.402e-06	1.082e-06
K00247	0	7.217e-07	5.961e-07	2.216e-06	4.734e-07
K00248	0.000159	0.000370	0.000210	0.000210	0.000296
K00249	2.913e-05	4.132e-05	3.380e-05	3.216e-05	3.100e-05
K00251	1.827e-05	1.282e-05	7.268e-06	5.329e-06	8.439e-06
K00252	6.379e-06	1.050e-05	7.519e-06	1.701e-05	6.782e-06
K00253	8.714e-06	1.639e-05	7.559e-06	5.905e-06	1.794e-05
K00254	1.098e-06	2.172e-06	4.155e-06	1.169e-06	2.137e-06
K00255	9.274e-06	6.576e-06	8.498e-06	4.071e-06	4.561e-06
K00256	7.752e-07	7.851e-07	9.858e-07	3.133e-07	8.957e-07
K00257	0.000684	0.000443	0.000603	0.000607	0.000252
K00258	2.966e-11	3.402e-09	9.676e-10	0	4.525e-08
K00259	0.000539	0.000412	0.000530	0.000610	0.000144
K00260	8.259e-06	1.484e-05	7.518e-06	5.832e-06	5.928e-06
K00261	1.954e-05	4.100e-05	2.064e-05	1.772e-05	3.080e-05
K00262	0.00176	0.00123	0.00158	0.00119	0.00129
K00263	1.062e-07	3.503e-07	4.112e-08	8.446e-08	1.534e-07
K00264	1.890e-05	2.858e-05	2.151e-05	3.789e-05	4.625e-05
K00265	0.000445	0.000386	0.000427	0.000618	0.000511
K00266	0.00136	0.00137	0.00129	0.00163	0.00161
K00270	3.383e-09	0	0	0	0
K00271	2.433e-07	6.147e-08	0	0	5.152e-08
K00272	5.336e-08	5.013e-07	2.935e-08	1.850e-09	8.117e-08
K00273	1.656e-06	2.883e-06	7.380e-07	2.370e-06	1.070e-06
K00274	6.549e-06	6.284e-06	2.949e-06	2.584e-06	3.233e-06
K00275	0.000146	0.000120	0.000149	6.813e-05	3.925e-05
K00276	2.325e-07	3.656e-07	5.015e-07	6.550e-08	1.813e-07
K00277	4.708e-07	8.000e-07	3.981e-07	8.391e-09	5.051e-07
K00278	0.000894	0.000524	0.000767	0.000795	0.000500
K00279	0	0	0	0	0
K00280	6.258e-07	7.865e-07	2.116e-06	1.033e-05	5.193e-06
K00281	0.000482	0.000232	0.000519	0.000153	0.000133
K00282	0.000119	0.000127	4.243e-05	2.270e-05	3.573e-05
K00283	0.000158	0.000168	5.390e-05	2.851e-05	5.033e-05
K00284	5.138e-05	8.009e-05	5.689e-05	9.554e-05	0.000157
K00285	4.140e-06	6.145e-06	1.148e-05	5.453e-06	2.703e-06
K00286	0.000613	0.000484	0.000570	0.000636	0.000451
K00287	0.000551	0.000636	0.000549	0.000554	0.000307
K00288	1.223e-05	1.792e-05	1.402e-05	1.544e-05	2.034e-05
K00289	5.550e-08	4.145e-07	1.473e-07	3.836e-07	5.140e-07
K00290	0.000761	0.000612	0.000611	0.000704	0.000791
K00291	0	0	0	0	0
K00292	0	0	0	0	0
K00293	1.652e-07	1.761e-06	3.373e-07	1.851e-07	8.532e-07
K00294	0.000198	5.767e-05	0.000112	4.616e-05	2.170e-05
K00295	0	3.681e-08	4.949e-07	0	2.494e-09
K00296	0	0	0	0	0
K00297	0.000695	0.000567	0.000754	0.000786	0.000817
K00298	5.984e-07	5.084e-07	4.918e-07	7.659e-06	2.158e-07
K00299	1.789e-06	6.433e-06	1.602e-05	3.336e-06	3.762e-06
K00300	7.428e-09	1.350e-08	5.213e-09	6.396e-09	1.243e-08
K00301	6.147e-07	2.042e-06	9.321e-07	1.316e-06	2.007e-06
K00302	3.662e-05	8.815e-05	6.818e-05	5.728e-05	6.300e-05
K00303	1.900e-06	4.841e-06	2.766e-06	6.013e-06	1.577e-06
K00304	1.205e-06	4.231e-06	9.641e-06	5.530e-07	5.327e-07
K00305	1.087e-09	0	1.905e-07	1.592e-07	0
K00306	1.788e-06	1.952e-07	2.321e-07	5.585e-07	1.437e-07
K00308	1.359e-08	1.643e-07	7.852e-08	5.373e-08	2.821e-08
K00309	2.105e-07	1.476e-07	9.945e-08	8.785e-08	3.012e-07
K00310	0	0	0	0	0
K00311	3.009e-06	5.612e-06	5.673e-06	3.263e-06	6.178e-06
K00312	0	0	1.342e-07	5.607e-08	3.857e-08
K00313	2.033e-06	5.494e-06	3.994e-06	1.916e-06	2.790e-06
K00314	1.832e-07	2.489e-07	7.807e-08	1.359e-07	3.283e-07
K00315	7.852e-07	1.161e-06	5.094e-07	2.817e-07	3.114e-07
K00316	6.515e-07	6.848e-07	1.158e-07	1.517e-07	6.271e-08
K00317	4.017e-07	7.812e-07	4.883e-07	1.812e-07	6.103e-07
K00318	0.000145	2.229e-05	5.655e-05	2.001e-05	6.069e-06
K00319	0	2.644e-07	4.196e-07	0	4.909e-07
K00320	6.846e-08	4.860e-07	5.761e-07	3.298e-08	5.445e-07
K00321	2.856e-08	4.075e-08	3.371e-08	7.380e-08	9.294e-08
K00322	1.682e-06	2.472e-06	2.113e-06	7.406e-07	1.873e-06
K00323	1.685e-07	7.579e-08	1.239e-07	4.781e-08	2.250e-07
K00324	3.109e-06	7.049e-05	8.327e-06	2.549e-05	1.378e-05
K00325	1.295e-06	4.544e-05	3.049e-06	1.263e-05	4.995e-06
K00326	1.061e-07	6.926e-07	2.032e-08	5.079e-12	1.028e-07
K00327	1.017e-05	1.038e-05	1.531e-05	2.793e-05	3.456e-06
K00328	2.000e-07	4.966e-07	1.083e-07	1.928e-07	5.598e-07
K00329	1.512e-05	1.674e-05	1.876e-05	1.024e-05	8.835e-06
K00330	0.000457	0.000330	0.000414	0.000435	0.000162
K00331	0.000468	0.000362	0.000448	0.000629	0.000178
K00332	8.442e-05	6.668e-05	0.000102	8.689e-05	3.245e-05
K00333	0.000133	9.959e-05	0.000140	0.000136	4.900e-05
K00334	0.000474	0.000375	0.000524	0.000239	0.000664
K00335	0.000532	0.000517	0.000636	0.000309	0.000870
K00336	0.000479	0.000484	0.000499	0.000238	0.000772
K00337	0.000609	0.000398	0.000590	0.000563	0.000196
K00338	0.000555	0.000428	0.000567	0.000653	0.000269
K00339	0.000492	0.000313	0.000515	0.000415	0.000152
K00340	0.000556	0.000415	0.000570	0.000582	0.000202
K00341	0.000549	0.000322	0.000518	0.000510	0.000141
K00342	0.000606	0.000362	0.000569	0.000611	0.000152
K00343	0.000473	0.000328	0.000468	0.000499	0.000152
K00344	5.360e-06	1.169e-05	8.356e-06	7.875e-06	6.364e-06
K00346	0.000500	0.000300	0.000516	0.000477	0.000158
K00347	0.000631	0.000363	0.000580	0.000584	0.000171
K00348	0.000559	0.000384	0.000530	0.000509	0.000234
K00349	0.000722	0.000418	0.000623	0.000664	0.000200
K00350	0.000707	0.000438	0.000645	0.000692	0.000229
K00351	0.000656	0.000401	0.000531	0.000641	0.000180
K00353	5.021e-05	2.877e-05	7.764e-05	3.045e-05	1.320e-05
K00354	5.731e-06	7.487e-06	9.834e-06	3.475e-06	4.188e-06
K00355	3.614e-05	2.673e-05	9.026e-06	2.431e-05	9.914e-06
K00356	5.361e-05	6.564e-05	7.890e-05	4.769e-05	4.403e-05
K00357	0	5.036e-08	1.581e-07	0	1.149e-07
K00358	0.000213	0.000164	0.000168	0.000100	7.736e-05
K00359	0.000217	0.000232	0.000333	0.000141	0.000173
K00360	1.612e-08	2.883e-07	7.756e-07	1.769e-06	5.711e-07
K00362	1.894e-05	1.460e-05	1.700e-05	8.266e-06	1.199e-05
K00363	4.541e-07	1.225e-06	2.135e-06	6.429e-07	5.866e-07
K00364	2.415e-05	8.133e-06	7.659e-06	7.163e-06	9.194e-06
K00365	6.406e-08	5.579e-07	2.076e-09	7.489e-08	3.283e-09
K00366	1.565e-06	3.280e-06	1.922e-06	5.270e-06	1.363e-05
K00367	2.291e-07	2.479e-07	1.565e-07	1.569e-07	7.734e-09
K00368	7.112e-07	1.319e-06	3.342e-07	1.838e-06	6.141e-07
K00369	8.057e-08	3.049e-07	3.642e-07	1.031e-07	2.940e-07
K00370	1.370e-05	4.650e-06	4.781e-06	6.592e-06	1.277e-06
K00371	1.408e-05	5.207e-06	6.176e-06	7.852e-06	1.536e-06
K00372	9.677e-07	1.553e-06	1.646e-06	1.039e-06	2.229e-06
K00373	3.507e-06	1.623e-06	1.511e-06	3.460e-06	1.270e-06
K00374	6.243e-06	3.715e-06	3.357e-06	6.681e-06	2.198e-06
K00375	6.653e-05	0.000239	0.000106	0.000146	0.000149
K00376	5.292e-06	8.992e-08	4.102e-06	5.684e-08	1.140e-07
K00378	0.000673	0.000482	0.000576	0.000369	0.000750
K00380	1.553e-05	1.433e-05	2.687e-05	6.018e-06	9.735e-06
K00381	2.335e-06	1.047e-05	1.287e-06	3.171e-07	4.803e-06
K00382	0.000937	0.000493	0.000779	0.000292	0.000295
K00383	4.410e-05	4.393e-05	4.168e-05	2.143e-05	2.113e-05
K00384	0.000780	0.000985	0.000901	0.000808	0.000867
K00385	2.360e-05	2.484e-05	2.552e-05	3.079e-05	7.780e-05
K00386	1.727e-06	1.509e-06	1.385e-06	3.612e-06	3.649e-06
K00387	6.413e-08	1.572e-07	9.051e-08	1.725e-08	1.991e-08
K00389	1.396e-07	1.478e-06	2.797e-06	3.292e-06	0
K00390	1.432e-05	6.544e-05	5.033e-05	4.489e-05	9.745e-05
K00391	1.859e-08	2.318e-08	2.948e-08	4.943e-08	1.336e-07
K00392	4.711e-08	4.477e-07	5.772e-07	3.316e-09	7.320e-07
K00394	1.570e-05	2.114e-05	3.981e-05	9.683e-05	3.548e-05
K00395	4.653e-06	3.489e-06	1.687e-06	5.594e-06	6.283e-07
K00397	5.275e-07	2.012e-07	3.124e-07	2.767e-07	7.770e-08
K00399	1.672e-09	4.725e-07	7.134e-07	2.053e-08	1.492e-06
K00400	2.246e-06	4.854e-06	2.864e-06	2.040e-06	6.048e-06
K00401	0	4.394e-07	3.487e-07	0	8.872e-07
K00402	6.874e-08	6.466e-07	1.514e-07	0	1.478e-06
K00404	3.234e-08	8.358e-07	2.279e-07	1.935e-07	2.464e-08
K00405	8.644e-08	7.460e-07	9.595e-07	1.258e-07	1.080e-09
K00406	1.796e-06	3.208e-06	3.948e-06	1.367e-06	2.410e-06
K00407	3.309e-07	2.770e-07	0	1.473e-07	2.222e-07
K00408	8.606e-08	0	0	0	0
K00411	9.010e-07	3.916e-06	2.697e-06	2.702e-06	9.485e-07
K00412	8.275e-07	1.634e-06	8.843e-08	9.796e-07	7.267e-06
K00413	8.847e-07	7.049e-07	4.484e-07	9.241e-07	7.802e-07
K00414	1.861e-07	2.037e-07	4.280e-08	4.092e-07	1.718e-07
K00415	4.505e-07	1.733e-07	1.235e-07	2.308e-08	6.273e-07
K00416	2.625e-06	3.978e-06	7.690e-06	1.653e-06	2.904e-06
K00417	0	2.196e-07	0	5.644e-08	6.664e-07
K00418	1.718e-07	0	9.552e-08	0	0
K00419	0	0	3.163e-07	0	0
K00420	0	0	0	0	0
K00421	1.041e-05	1.218e-05	1.265e-05	7.063e-06	1.885e-06
K00422	0	0	0	0	0
K00423	4.485e-08	3.433e-07	9.551e-07	0	1.287e-07
K00425	0.000622	0.000357	0.000499	0.000452	0.000166
K00426	0.000568	0.000378	0.000510	0.000581	0.000177
K00427	9.077e-09	6.184e-07	6.075e-07	2.379e-06	1.020e-07
K00428	0.000216	0.000113	0.000152	7.793e-05	6.407e-05
K00429	3.200e-07	1.392e-07	3.501e-09	3.703e-08	4.445e-07
K00430	2.309e-07	6.627e-07	2.423e-07	2.416e-07	3.602e-06
K00431	2.522e-07	2.640e-08	5.378e-07	0	5.217e-07
