KO	SRS011061	SRS011134	SRS011239	SRS011271	SRS011302
K06887	8.453e-07	5.709e-07	1.621e-06	1.352e-07	2.306e-05
K06888	3.352e-06	8.695e-06	7.605e-06	7.086e-06	2.607e-05
K06889	0.00187	0.00106	0.00168	0.000919	0.000790
K06890	0.000139	0.000210	7.758e-05	0.000472	8.212e-05
K06891	0.000245	0.000135	0.000292	0.000364	8.377e-05
K06892	9.151e-10	1.482e-07	1.200e-06	3.579e-08	3.971e-08
K06893	3.776e-07	6.470e-07	3.397e-08	8.551e-08	6.253e-07
K06894	0.000271	7.727e-05	9.599e-05	7.187e-05	1.601e-05
K06895	0.000345	0.000235	0.000334	0.000331	0.000151
K06896	0.000988	0.000567	0.000882	0.000315	0.000289
K06897	0.000215	8.558e-05	8.324e-05	9.466e-05	0.000103
K06898	2.298e-05	5.809e-05	3.193e-05	3.181e-05	7.984e-05
K06899	1.058e-07	5.063e-07	2.873e-07	3.080e-06	9.854e-07
K06900	3.660e-07	1.026e-06	1.771e-06	1.536e-06	1.740e-07
K06901	0.000425	0.000427	0.000342	0.000584	0.000760
K06902	2.121e-05	7.532e-05	4.700e-05	8.856e-05	9.294e-05
K06903	0.000106	4.141e-05	8.602e-05	2.125e-05	2.860e-05
K06904	4.259e-05	8.168e-05	1.201e-05	5.742e-05	0.000206
K06905	8.822e-06	5.993e-05	1.313e-05	3.421e-06	6.714e-06
K06906	0	1.256e-06	3.240e-07	1.241e-06	2.718e-07
K06907	0.000225	0.000152	8.619e-05	3.255e-05	4.984e-05
K06908	2.129e-05	1.979e-05	3.548e-05	1.009e-05	2.075e-05
K06909	2.756e-05	6.094e-05	4.371e-05	7.726e-05	6.869e-05
K06910	2.719e-05	2.186e-05	2.205e-05	2.288e-05	1.375e-05
K06911	0.000514	0.000323	0.000603	0.000253	0.000177
K06912	0	0	3.102e-08	0	0
K06913	0	3.205e-07	1.484e-07	0	6.958e-07
K06914	0	6.345e-07	0	3.459e-08	5.237e-07
K06915	6.313e-05	0.000228	0.000152	7.219e-05	0.000120
K06916	1.480e-06	2.838e-06	2.351e-06	2.017e-06	5.594e-06
K06917	9.524e-06	1.400e-05	1.813e-05	1.515e-05	8.808e-06
K06918	3.429e-07	9.504e-07	7.591e-07	1.816e-06	3.476e-07
K06919	2.970e-06	6.021e-06	8.838e-07	1.399e-06	0.000148
K06920	0.000611	0.000444	0.000511	0.000641	0.000216
K06921	0.000603	0.000346	0.000172	0.000408	0.000237
K06922	4.541e-07	1.521e-06	3.169e-07	1.885e-08	1.519e-07
K06923	6.638e-05	0.000148	8.459e-05	0.000153	0.000279
K06924	1.529e-06	4.284e-06	2.371e-06	7.872e-06	2.689e-06
K06925	0.000745	0.000838	0.000738	0.000875	0.000771
K06926	0.000133	0.000182	0.000166	0.000237	0.000229
K06927	2.899e-05	1.205e-05	1.718e-05	1.053e-05	1.253e-05
K06928	3.355e-07	9.872e-07	6.117e-07	4.018e-07	1.414e-06
K06929	4.228e-07	6.174e-06	1.638e-06	1.994e-06	4.114e-06
K06930	1.743e-07	1.750e-06	3.285e-07	0	2.195e-05
K06931	1.709e-07	6.883e-07	7.155e-07	2.044e-07	1.903e-07
K06932	1.011e-07	1.682e-06	5.775e-07	2.432e-07	2.615e-06
K06933	6.827e-06	8.153e-06	2.718e-05	6.695e-06	1.178e-05
K06934	0.000177	0.000144	9.750e-05	0.000105	0.000171
K06935	1.222e-07	1.080e-07	2.905e-08	2.645e-09	8.984e-08
K06936	1.326e-07	9.372e-07	6.242e-07	7.047e-08	8.739e-07
K06937	4.963e-06	1.700e-05	8.472e-06	1.161e-05	8.275e-06
K06938	2.156e-07	1.009e-05	2.767e-05	1.947e-06	4.965e-06
K06939	1.266e-05	2.333e-05	2.566e-05	6.126e-06	6.553e-06
K06940	2.115e-05	9.384e-05	3.432e-05	4.890e-05	7.788e-05
K06941	0.000849	0.00131	0.000989	0.000895	0.00213
K06942	0.00115	0.00134	0.00120	0.00108	0.00126
K06943	5.245e-07	3.471e-07	4.260e-07	1.780e-07	3.885e-07
K06944	4.158e-07	1.174e-06	2.854e-06	1.580e-07	6.390e-07
K06945	1.865e-07	1.127e-07	0	7.465e-08	3.887e-12
K06946	1.013e-06	1.276e-06	2.142e-06	4.677e-07	6.165e-05
K06947	0	3.176e-08	2.717e-08	2.657e-08	0
K06948	0.000143	0.000479	0.000229	0.000176	0.000642
K06949	0.000898	0.000873	0.000826	0.000946	0.000699
K06950	0.00177	0.00178	0.00173	0.00173	0.00176
K06951	9.231e-06	3.478e-05	1.371e-05	9.116e-06	2.971e-05
K06952	2.947e-06	2.062e-05	6.511e-06	1.759e-05	6.070e-06
K06953	5.661e-07	1.053e-07	4.749e-07	1.793e-07	1.719e-07
K06954	5.176e-07	9.903e-07	2.567e-08	2.928e-07	1.782e-07
K06955	1.384e-06	7.602e-06	4.520e-06	4.907e-07	7.642e-07
K06956	5.550e-06	1.771e-05	9.061e-06	1.385e-05	6.596e-06
K06957	9.283e-07	5.248e-07	8.685e-07	1.580e-06	2.209e-07
K06958	0.000247	0.000367	0.000229	0.000338	0.000572
K06959	0.000648	0.000872	0.000738	0.000806	0.000991
K06960	0.000177	0.000442	0.000288	0.000216	0.000509
K06961	2.820e-07	2.510e-06	1.216e-06	1.847e-07	1.599e-06
K06962	5.509e-05	0.000109	4.188e-05	6.716e-05	0.000211
K06963	0	7.714e-08	2.668e-08	0	0
K06964	0	0	0	0	0
K06965	1.013e-06	1.207e-06	4.192e-07	9.136e-08	7.070e-07
K06966	0.000640	0.000485	0.000657	0.000307	0.000346
K06967	3.329e-05	0.000112	6.418e-05	8.482e-05	0.000154
K06968	2.553e-07	1.074e-06	1.408e-06	1.642e-06	6.600e-07
K06969	0.000926	0.00141	0.00100	0.000965	0.00155
K06970	5.309e-05	3.376e-05	5.936e-06	4.697e-05	9.357e-06
K06971	2.766e-06	1.556e-05	3.692e-06	3.113e-06	5.672e-06
K06972	1.485e-05	6.913e-05	2.804e-05	5.319e-05	5.614e-05
K06973	0.000669	0.000568	0.000657	0.000307	0.000337
K06974	2.131e-06	2.138e-06	2.107e-06	7.834e-06	7.482e-07
K06975	0.000481	0.000260	0.000395	0.000240	9.857e-05
K06976	2.965e-07	5.873e-06	9.336e-06	1.138e-06	2.590e-06
K06977	0	4.549e-11	0	3.741e-07	0
K06978	0.000139	0.000109	0.000266	7.640e-05	5.873e-05
K06979	9.412e-06	1.343e-05	2.631e-06	4.428e-06	3.342e-05
K06980	3.272e-06	2.989e-06	3.126e-06	2.445e-06	2.529e-06
K06981	9.632e-07	1.659e-06	5.276e-07	2.615e-07	3.484e-06
K06982	1.234e-07	1.688e-07	1.195e-07	0	2.459e-07
K06983	2.420e-07	1.495e-07	3.347e-07	1.414e-07	1.974e-09
K06984	2.689e-10	2.619e-07	1.784e-07	3.407e-08	4.200e-07
K06985	5.234e-06	2.082e-06	3.513e-07	2.527e-06	3.528e-06
K06986	1.492e-07	5.921e-12	3.232e-07	1.928e-07	1.076e-07
K06987	2.511e-05	6.794e-05	1.319e-05	2.805e-05	1.109e-05
K06988	8.835e-07	1.675e-06	7.968e-07	2.227e-06	2.118e-06
K06989	0.000307	5.118e-05	0.000229	6.532e-05	6.099e-05
K06990	1.758e-06	4.686e-05	1.947e-06	2.539e-06	2.845e-06
K06991	0	0	0	0	0
K06992	7.002e-08	0	0	1.064e-07	0
K06994	4.888e-06	9.351e-06	5.710e-06	3.641e-06	1.142e-05
K06995	1.622e-06	1.725e-06	1.855e-06	2.164e-06	1.331e-06
K06996	0.000171	6.188e-05	7.349e-05	5.413e-05	1.167e-05
K06997	0.000597	0.000663	0.000658	0.000731	0.000717
K06998	2.028e-05	3.735e-05	1.624e-05	1.329e-05	2.213e-05
K06999	7.577e-06	6.196e-06	9.642e-06	4.939e-06	3.064e-06
K07000	3.013e-06	2.897e-06	2.362e-06	2.026e-06	9.005e-07
K07001	0.00114	0.000726	0.00105	0.000555	0.000399
K07002	4.638e-07	8.231e-07	5.448e-07	2.463e-06	1.058e-06
K07003	0.000107	0.000315	0.000106	0.000167	0.000432
K07004	2.294e-05	2.398e-05	2.699e-05	1.225e-05	2.441e-05
K07005	0.000527	0.000292	0.000329	0.000158	0.000131
K07006	2.142e-06	4.962e-06	7.663e-06	2.040e-05	3.042e-06
K07007	0.000168	0.000517	0.000314	0.000457	0.000661
K07008	6.243e-07	3.088e-06	4.613e-06	4.591e-06	7.254e-07
K07009	1.055e-05	2.208e-05	2.398e-05	2.677e-05	0.000335
K07010	0.000194	0.000209	0.000323	0.000259	9.299e-05
K07011	0.000692	0.000655	0.000774	0.000817	0.000328
K07012	0.000242	0.000166	0.000298	0.000207	0.000234
K07013	2.654e-07	2.120e-06	7.288e-07	2.712e-06	3.038e-07
K07014	8.747e-06	2.268e-05	3.329e-05	1.237e-05	8.596e-06
K07015	3.814e-05	0.000207	6.104e-05	0.000139	0.000167
K07016	1.166e-06	6.808e-06	4.604e-06	2.948e-06	1.761e-05
K07017	0.000116	6.921e-05	0.000164	4.254e-05	5.870e-05
K07018	7.636e-07	2.141e-06	1.201e-07	4.713e-06	9.225e-07
K07019	1.172e-05	6.713e-06	5.782e-06	3.855e-06	9.984e-07
K07020	3.974e-07	5.885e-07	2.634e-07	3.604e-07	1.651e-07
K07021	1.887e-05	5.949e-05	3.496e-05	2.096e-05	5.730e-05
K07022	0	6.712e-07	2.871e-07	6.257e-07	4.790e-08
K07023	0.000116	0.000213	8.533e-05	0.000140	9.592e-05
K07024	0.00119	0.00157	0.00132	0.00149	0.00113
K07025	0.00171	0.00132	0.00172	0.00150	0.000782
K07026	2.283e-06	1.344e-06	8.397e-07	2.585e-07	3.277e-07
K07027	0.000456	0.000293	0.000443	0.000478	0.000238
K07028	2.961e-06	2.964e-06	2.368e-06	1.036e-06	1.431e-06
K07029	0.000809	0.000693	0.000913	0.000922	0.000736
K07030	9.751e-05	0.000291	0.000216	0.000171	0.000437
K07031	4.822e-05	4.750e-05	4.041e-05	0.000376	3.101e-05
K07032	6.233e-05	8.320e-06	2.217e-05	1.181e-06	1.381e-05
K07033	3.924e-05	5.139e-05	4.640e-05	2.961e-05	6.594e-05
K07034	1.185e-06	2.176e-06	4.354e-06	6.075e-06	2.748e-06
K07035	4.886e-05	0.000214	0.000105	5.082e-05	0.000164
K07036	0	1.626e-07	1.662e-08	0	0
K07037	0.000561	0.000311	0.000530	0.000507	0.000156
K07038	7.900e-07	2.547e-06	4.300e-06	4.559e-06	2.250e-06
K07039	1.755e-05	2.939e-05	2.772e-05	2.259e-05	2.813e-05
K07040	5.577e-05	0.000136	7.360e-05	0.000103	0.000212
K07041	1.951e-06	4.161e-06	1.943e-06	1.609e-06	5.417e-06
K07042	0.000229	0.000528	0.000317	0.000266	0.000626
K07043	0.000564	0.000445	0.000569	0.000336	0.000385
K07044	2.512e-07	6.782e-08	5.395e-08	0	6.862e-08
K07045	0.000215	8.393e-05	0.000182	6.426e-05	0.000160
K07046	1.188e-06	3.281e-06	2.812e-06	2.888e-06	4.315e-06
K07047	2.544e-05	4.562e-05	4.954e-05	2.148e-05	9.045e-05
K07048	2.856e-06	1.725e-06	1.307e-05	3.855e-06	2.695e-06
K07049	2.454e-06	4.188e-08	3.433e-08	0	0
K07050	2.231e-05	5.001e-05	3.619e-05	8.051e-05	4.660e-05
K07051	7.180e-07	9.151e-06	1.245e-05	7.021e-07	5.137e-06
K07052	0.000217	0.000215	0.000182	0.000204	0.000144
K07053	0.000201	0.000350	0.000383	0.000181	0.000304
K07054	9.641e-05	4.995e-05	6.130e-06	8.965e-06	3.083e-06
K07055	2.159e-06	3.651e-06	1.557e-06	1.028e-06	2.174e-06
K07056	0.00124	0.00123	0.00129	0.000990	0.00120
K07057	0	0	9.263e-10	1.367e-06	3.476e-08
K07058	0.000522	0.000377	0.000473	0.000259	0.000178
K07059	7.086e-05	5.846e-05	7.272e-05	9.745e-05	3.269e-05
K07060	7.884e-07	4.502e-06	3.078e-06	2.012e-06	2.040e-06
K07061	0	0	2.442e-08	0	0
K07062	6.234e-05	7.285e-05	8.953e-05	5.414e-05	3.399e-05
K07063	0	2.699e-06	1.072e-05	2.512e-06	5.871e-06
K07064	0	7.308e-07	0	0	0
K07065	0	8.618e-12	0	1.861e-09	0
K07066	3.317e-07	3.552e-06	1.045e-06	2.255e-05	2.056e-06
K07067	2.206e-05	7.354e-05	3.156e-05	3.010e-05	7.268e-05
K07068	5.824e-06	9.646e-06	7.903e-07	1.142e-05	2.266e-06
K07069	1.261e-06	7.719e-06	5.826e-06	4.136e-06	1.471e-05
K07070	2.204e-07	0	4.679e-07	3.455e-08	0
K07071	0.000102	7.611e-05	9.516e-05	7.186e-05	3.503e-05
K07072	2.798e-08	7.188e-07	6.118e-07	1.749e-08	1.384e-06
K07073	6.617e-07	3.242e-07	5.911e-08	1.916e-07	6.476e-08
K07074	1.022e-05	6.390e-05	1.725e-05	2.118e-05	2.545e-05
K07075	0.000709	0.000500	0.000472	0.000844	0.000179
K07076	3.393e-05	9.746e-05	6.831e-05	0.000347	0.000173
K07077	3.029e-06	1.715e-06	1.403e-06	1.083e-06	2.137e-06
K07078	0.000528	0.000278	0.000448	0.000244	0.000139
K07079	0.000549	0.000412	0.000693	0.000187	0.000274
K07080	6.414e-05	6.889e-05	6.707e-05	9.956e-05	0.000193
K07081	3.388e-06	4.787e-06	8.148e-06	2.540e-06	5.431e-06
K07082	0.000458	0.000419	0.000424	0.000479	0.000401
K07083	2.011e-05	2.745e-05	4.574e-05	1.571e-05	1.915e-05
K07084	3.414e-05	1.988e-05	2.608e-05	1.615e-05	1.705e-05
K07085	0.00201	0.00112	0.00188	0.00141	0.000559
K07086	1.772e-07	4.007e-07	5.607e-07	1.233e-07	2.549e-07
K07087	7.513e-08	6.309e-07	0	0	5.469e-08
K07088	0.000142	0.000238	0.000129	0.000211	0.000179
K07089	0.000285	0.000427	0.000135	0.000132	0.000454
K07090	0.000202	0.000491	0.000212	0.000227	0.000469
K07091	7.885e-06	6.343e-06	5.516e-06	6.020e-06	1.515e-06
K07092	0	0	0	0	0
K07093	3.919e-06	8.764e-06	4.954e-06	8.780e-06	2.436e-05
K07094	3.980e-06	1.341e-06	3.479e-07	6.550e-07	7.465e-07
K07095	0.000706	0.000712	0.000695	0.000661	0.000984
K07096	4.892e-07	3.084e-06	1.959e-06	3.377e-06	1.419e-06
K07097	2.712e-07	1.116e-06	7.672e-07	6.118e-06	4.502e-06
K07098	0.000967	0.000600	0.000854	0.000667	0.00106
K07099	6.014e-05	0.000149	8.182e-05	5.005e-05	0.000316
K07100	1.843e-07	1.876e-08	1.301e-06	7.606e-07	8.021e-07
K07101	1.698e-05	9.267e-06	4.015e-06	1.316e-05	7.004e-06
K07102	3.586e-05	2.237e-05	3.192e-05	1.444e-05	1.138e-05
K07103	0	8.589e-07	1.132e-07	6.977e-11	3.891e-07
K07104	1.241e-06	5.397e-06	5.184e-07	1.214e-06	8.242e-06
K07105	2.529e-05	0.000106	4.125e-05	9.813e-05	7.469e-05
K07106	0.000521	0.000306	0.000511	0.000357	0.000176
K07107	0.00143	0.000769	0.00142	0.000997	0.000724
K07108	2.681e-06	1.006e-05	1.626e-06	6.369e-06	4.107e-06
K07109	1.108e-07	4.611e-07	5.942e-07	2.540e-06	2.935e-07
K07110	2.881e-06	7.039e-06	3.471e-06	5.299e-06	2.099e-05
K07111	2.683e-06	3.894e-08	6.472e-07	7.250e-08	1.732e-07
K07112	5.652e-05	8.355e-05	2.679e-05	5.365e-05	8.166e-05
K07113	2.355e-06	1.852e-06	9.627e-06	1.125e-06	5.806e-06
K07114	0.00137	0.000867	0.00124	0.00110	0.000754
K07115	3.756e-05	2.102e-05	8.224e-06	3.528e-05	7.060e-06
K07116	2.386e-06	3.321e-07	8.453e-07	1.256e-07	4.232e-07
K07117	1.251e-06	3.471e-06	4.856e-07	4.014e-06	8.560e-06
K07118	0.000152	5.802e-05	3.964e-05	7.231e-05	6.437e-05
K07119	1.207e-06	6.227e-06	2.493e-06	2.704e-06	1.945e-06
K07120	2.647e-06	1.241e-06	5.104e-06	2.440e-06	3.667e-07
K07121	6.484e-07	1.191e-06	1.668e-06	2.209e-06	4.587e-07
K07122	1.715e-06	1.631e-06	5.762e-07	2.910e-06	6.429e-07
K07123	5.866e-08	5.390e-07	1.933e-07	6.109e-09	4.417e-07
K07124	0.000185	0.000431	0.000237	0.000218	0.000425
K07125	3.912e-08	1.670e-07	9.988e-10	4.840e-07	0
K07126	0.000356	0.000356	0.000401	0.000192	0.000475
K07127	2.270e-07	1.843e-07	3.284e-05	3.613e-07	1.361e-05
K07128	2.560e-07	2.643e-07	1.331e-07	2.511e-07	9.432e-08
K07129	2.956e-06	6.745e-06	2.430e-05	1.213e-05	9.472e-07
K07130	7.935e-05	0.000129	4.583e-05	3.506e-05	0.000484
K07131	3.685e-09	0	3.876e-08	0	4.715e-07
K07132	3.522e-06	1.030e-05	7.177e-06	7.900e-06	6.022e-06
K07133	0.00304	0.00474	0.00360	0.00646	0.00263
K07134	1.392e-07	4.321e-07	3.952e-07	5.070e-09	2.770e-07
K07135	1.395e-08	2.925e-07	1.857e-07	1.303e-08	7.540e-07
K07136	0	3.296e-06	7.695e-07	0	1.034e-07
K07137	0.000811	0.00116	0.000945	0.000922	0.00134
K07138	0.000709	0.000581	0.000497	0.000251	0.000396
K07139	0.000613	0.000692	0.000587	0.000683	0.000906
K07140	5.278e-07	1.119e-06	2.192e-06	7.300e-07	8.083e-07
K07141	5.761e-06	2.874e-05	1.733e-05	6.927e-05	2.217e-05
K07142	1.566e-07	5.410e-07	9.709e-07	0	2.858e-07
K07143	6.788e-07	3.282e-06	1.531e-06	1.031e-06	7.147e-06
K07144	7.967e-11	4.404e-07	2.463e-07	2.447e-11	6.777e-07
K07145	4.217e-06	1.233e-05	1.953e-05	5.697e-06	1.128e-05
K07146	3.935e-07	5.688e-06	1.295e-06	1.509e-05	1.027e-05
K07147	1.318e-06	3.078e-06	1.984e-06	8.784e-07	7.823e-07
K07148	0.000625	0.000269	0.000467	0.000338	0.000148
K07149	2.145e-06	8.584e-06	3.687e-06	7.822e-06	9.980e-06
K07150	6.193e-05	8.993e-05	4.142e-05	3.865e-05	5.764e-05
K07151	3.737e-06	3.764e-06	3.186e-06	3.996e-07	1.387e-05
K07152	8.489e-06	8.642e-06	1.297e-05	1.596e-05	4.339e-06
K07153	2.598e-07	1.760e-07	5.934e-07	2.322e-06	3.297e-07
K07154	0.00129	0.000903	0.00139	0.00117	0.000432
K07155	0	0	0	6.733e-08	0
K07156	2.148e-06	3.420e-06	2.886e-06	1.018e-06	2.071e-06
K07157	3.341e-07	4.889e-07	5.648e-07	1.579e-07	2.379e-10
K07158	0	7.764e-07	7.652e-08	5.428e-08	0
K07159	7.009e-08	7.195e-07	2.741e-07	0	3.472e-07
K07160	2.910e-05	3.761e-05	2.515e-05	3.261e-05	2.714e-05
K07161	6.920e-07	1.297e-06	1.487e-06	5.306e-08	1.460e-06
K07162	0	6.854e-08	2.878e-08	1.860e-07	2.567e-07
K07163	0	6.740e-07	0	1.745e-07	1.124e-06
K07164	0.000523	0.000376	0.000457	0.000506	0.000219
K07165	0.000217	0.000137	0.000192	0.000119	4.614e-05
K07166	0.000153	0.000389	0.000243	0.000681	0.000552
K07167	2.234e-07	7.148e-07	9.105e-06	2.101e-07	1.661e-06
K07168	1.782e-07	2.046e-06	1.479e-06	1.535e-06	6.273e-06
K07169	1.989e-05	2.711e-05	2.342e-05	1.663e-05	2.401e-05
K07170	0.000335	0.000202	0.000354	0.000487	0.000124
K07171	0.000485	0.000706	0.000562	0.000369	0.00244
K07172	2.849e-06	1.050e-05	1.044e-06	3.685e-06	3.012e-06
K07173	0.000238	0.000511	0.000472	0.000746	0.000297
K07174	4.084e-07	4.343e-06	5.420e-07	8.952e-07	1.050e-05
K07175	0.000323	0.000150	0.000196	0.000122	6.390e-05
K07176	0	5.165e-08	0	0	0
K07177	1.819e-06	3.485e-05	2.573e-05	5.828e-06	1.040e-05
K07178	2.467e-06	3.040e-06	1.626e-06	8.571e-07	6.378e-06
K07179	9.469e-07	2.008e-06	1.020e-05	1.982e-06	2.566e-06
K07180	3.046e-06	1.330e-07	1.717e-06	3.399e-06	9.086e-07
K07181	5.309e-06	8.756e-06	1.700e-06	6.937e-06	2.938e-05
K07182	1.492e-06	5.697e-06	1.045e-06	3.477e-06	8.812e-06
K07183	8.141e-05	0.000124	9.847e-05	0.000137	0.000143
K07184	2.495e-07	2.861e-06	1.099e-06	5.090e-06	1.349e-06
K07185	0.000140	0.000176	0.000194	0.000118	9.846e-05
K07186	8.619e-08	5.446e-07	3.433e-07	1.026e-06	2.464e-07
K07187	6.646e-07	1.415e-06	7.206e-07	5.580e-07	2.128e-06
K07188	3.273e-07	3.630e-07	1.460e-07	5.004e-08	6.144e-08
K07189	1.010e-06	5.176e-06	8.522e-07	4.445e-07	1.459e-06
K07190	3.003e-08	2.709e-07	6.254e-08	2.460e-07	1.119e-07
K07191	9.643e-08	1.055e-06	3.407e-07	5.793e-06	1.238e-07
K07192	0.000340	0.000286	0.000298	0.000196	0.000834
K07193	5.972e-07	5.212e-06	4.316e-07	3.704e-07	6.974e-07
K07194	0	0	0	0	0
K07195	3.179e-08	2.334e-08	1.883e-08	1.485e-07	2.749e-07
K07196	0	7.313e-08	1.599e-08	0	7.689e-08
K07197	1.142e-07	3.749e-07	1.219e-07	6.742e-08	1.497e-07
K07198	4.992e-07	1.939e-07	9.363e-08	4.465e-07	2.538e-07
K07199	5.345e-07	6.380e-07	9.377e-08	2.720e-06	7.140e-07
K07200	2.183e-07	1.089e-06	9.584e-08	5.464e-07	2.926e-08
K07201	1.534e-06	5.879e-07	5.385e-06	7.152e-07	7.349e-07
K07202	3.230e-07	2.378e-07	1.990e-07	1.113e-07	1.323e-07
K07203	1.774e-07	1.376e-07	5.652e-08	9.639e-09	9.698e-08
K07204	6.273e-07	3.900e-07	2.437e-07	2.058e-07	3.241e-07
K07205	1.540e-07	0	0	0	0
K07206	4.632e-08	3.139e-08	6.243e-08	9.858e-09	1.159e-08
K07207	6.269e-08	2.241e-07	3.781e-08	5.418e-08	1.759e-07
K07208	0	9.596e-10	0	0	3.606e-08
K07209	1.513e-07	4.466e-07	1.398e-07	3.618e-08	5.324e-12
K07210	0	5.737e-08	2.270e-08	0	2.313e-08
K07211	4.042e-08	1.690e-08	3.920e-13	7.058e-10	0
K07212	4.474e-06	8.148e-06	3.769e-06	9.450e-06	1.993e-05
K07213	5.555e-05	8.413e-05	6.817e-05	4.166e-05	3.667e-05
K07214	0.000592	0.000356	0.000518	0.000220	0.000157
K07215	0	0	3.021e-10	0	0
K07216	2.293e-05	0.000163	2.445e-05	0.000225	5.774e-05
K07217	3.821e-05	7.513e-05	0.000134	1.585e-05	3.305e-05
K07218	6.888e-06	1.284e-06	5.063e-06	3.039e-06	3.768e-07
K07219	2.129e-06	3.447e-05	3.222e-06	4.533e-06	1.376e-05
K07220	0.000294	0.000133	0.000294	0.000137	0.000116
K07221	8.150e-07	2.944e-07	3.988e-07	1.196e-07	5.709e-08
K07222	4.677e-07	1.145e-06	1.215e-06	1.063e-06	5.999e-06
K07223	0.000220	4.680e-05	9.861e-05	4.434e-05	1.405e-05
K07224	1.882e-07	1.948e-06	6.586e-07	6.308e-07	8.064e-07
K07225	9.552e-08	3.472e-08	2.687e-08	0	0
K07226	6.374e-07	4.434e-07	9.883e-08	1.129e-07	9.595e-08
K07227	1.076e-06	6.039e-07	5.368e-07	1.418e-06	3.336e-07
K07228	1.790e-06	1.678e-06	1.330e-06	9.879e-07	2.275e-06
K07229	7.685e-06	5.115e-06	5.184e-06	3.735e-06	3.915e-06
K07230	9.198e-06	3.789e-06	4.149e-06	1.794e-05	1.804e-05
K07231	8.364e-06	1.059e-05	1.315e-05	4.332e-06	6.239e-06
K07232	8.007e-07	4.966e-07	4.374e-07	1.326e-07	1.095e-06
K07233	1.473e-06	1.640e-06	9.956e-07	3.518e-07	1.093e-06
K07234	1.178e-06	9.821e-07	4.683e-07	1.268e-06	2.450e-06
K07235	2.819e-07	9.964e-07	1.507e-07	3.121e-06	1.073e-06
K07236	4.269e-07	8.115e-07	5.675e-07	1.604e-06	0
K07237	0	1.326e-06	1.015e-06	4.202e-06	1.427e-07
K07238	0.000456	0.000860	0.000673	0.000501	0.00130
K07239	0.000700	0.000221	0.000463	0.000404	0.000117
K07240	0.00114	0.00150	0.00131	0.00182	0.00155
K07241	4.370e-08	5.417e-07	1.022e-07	2.018e-07	1.904e-07
K07242	1.282e-06	1.913e-06	8.215e-07	8.796e-07	2.305e-07
K07243	3.184e-06	4.433e-06	4.317e-06	2.769e-06	1.116e-05
K07244	0	6.440e-07	3.973e-07	0	6.519e-07
K07245	7.295e-07	4.354e-06	2.158e-06	5.960e-07	4.504e-07
K07246	2.869e-06	4.992e-06	2.701e-06	5.025e-06	6.589e-06
K07248	0.000222	4.830e-05	0.000226	5.488e-05	3.627e-05
K07249	1.137e-07	1.233e-07	1.817e-07	1.329e-07	3.866e-06
K07250	8.486e-06	1.260e-05	1.204e-05	2.998e-05	0.000223
K07251	5.863e-07	7.475e-07	2.418e-07	2.408e-07	2.990e-07
K07252	3.698e-07	1.723e-06	0	9.908e-08	5.998e-08
K07253	0	0	0	0	0
K07254	4.794e-07	1.531e-06	1.459e-06	5.674e-07	1.809e-06
K07255	0	0	0	0	0
K07256	0	2.160e-07	4.603e-08	0	1.808e-08
K07257	2.970e-05	1.756e-05	6.311e-06	1.739e-05	1.679e-06
K07258	0.000213	0.000721	0.000433	0.000356	0.000921
K07259	0.000388	0.000216	0.000394	0.000314	0.000110
K07260	0.000126	0.000392	0.000123	8.755e-05	0.00113
K07261	2.061e-06	2.302e-06	2.351e-06	3.420e-06	2.497e-06
K07262	5.101e-06	1.113e-05	3.558e-06	6.264e-06	9.590e-06
K07263	0.000644	0.000450	0.000687	0.000497	0.000204
K07264	5.494e-07	2.354e-06	1.357e-06	3.640e-06	3.455e-07
K07265	5.111e-07	1.383e-06	7.010e-07	2.383e-07	1.632e-07
K07266	2.653e-08	1.949e-06	7.242e-07	1.233e-06	6.076e-07
K07267	1.095e-06	9.062e-06	1.164e-05	1.513e-06	3.573e-06
K07268	7.345e-07	9.208e-07	2.202e-08	1.810e-06	4.663e-07
K07269	1.665e-07	2.217e-07	6.735e-07	1.111e-07	1.337e-07
K07270	5.776e-06	2.506e-06	1.486e-06	7.554e-06	2.472e-06
K07271	0.000332	0.000249	0.000317	0.000274	0.000122
K07272	1.254e-05	5.423e-06	1.141e-06	5.434e-06	1.341e-05
K07273	0.000284	0.000319	0.000322	0.000701	0.000429
K07274	0	7.379e-07	4.241e-07	4.609e-08	2.152e-07
K07275	1.052e-05	5.909e-06	1.277e-05	3.716e-06	3.568e-06
K07276	1.541e-06	8.188e-06	1.182e-05	5.992e-07	2.957e-06
K07277	0.000827	0.000468	0.000686	0.000847	0.000234
K07278	8.528e-06	9.133e-06	7.777e-06	1.170e-05	3.167e-06
K07279	8.796e-06	5.644e-06	5.427e-06	2.139e-06	8.377e-06
K07280	3.511e-08	7.411e-08	0	1.337e-07	7.990e-08
K07281	2.371e-07	4.173e-05	2.296e-07	3.410e-07	2.966e-06
K07282	0.000397	0.000391	0.000435	0.000287	0.000317
K07283	0	4.837e-08	7.563e-07	0	0
K07284	2.421e-05	9.618e-05	7.182e-05	7.487e-05	0.000364
K07285	3.378e-05	3.249e-05	2.158e-05	6.691e-05	8.449e-06
K07286	1.757e-07	6.794e-07	3.397e-07	1.305e-06	1.367e-07
K07287	3.906e-06	3.082e-06	1.898e-06	4.240e-06	1.148e-06
